word,score,postags
nonstop,4.370784142589857,"s, n, r"
decidedly,4.370784142589857,r
inward,4.370784142589857,"s, a, r"
unfairly,4.380164517660112,r
noticeably,4.380164517660112,r
magically,4.380164517660112,r
materially,4.380164517660112,r
legitimately,4.380164517660112,r
improperly,4.389751981665837,r
exceedingly,4.389751981665837,r
excessively,4.389751981665837,r
fiercely,4.389751981665837,r
psychologically,4.389751981665837,r
westward,4.389751981665837,"s, n, r"
mechanically,4.389751981665837,r
geographically,4.389751981665837,r
ostensibly,4.389751981665837,r
afar,4.389751981665837,r
pleasantly,4.389751981665837,r
angrily,4.399555885159882,r
intellectually,4.399555885159882,r
spontaneously,4.399555885159882,r
upstate,4.399555885159882,r
insanely,4.399555885159882,r
grossly,4.409586226650808,r
centrally,4.409586226650808,r
anon,4.409586226650808,r
fatally,4.409586226650808,r
realistically,4.409586226650808,r
passionately,4.409586226650808,r
scarcely,4.409586226650808,r
steaming,4.419853713888946,"s, v, r"
blindly,4.419853713888946,r
cautiously,4.419853713888946,r
mellow,4.419853713888946,"s, v, r"
selectively,4.419853713888946,r
prematurely,4.430369832574101,r
uptown,4.430369832574101,"a, n, r"
heaps,4.430369832574101,"r, n, v"
disproportionately,4.438970004336018,r
horizontally,4.438970004336018,r
exponentially,4.438970004336018,r
hastily,4.438970004336018,r
externally,4.438970004336018,r
subtly,4.438970004336018,r
generously,4.449965388637482,r
markedly,4.449965388637482,r
bitterly,4.449965388637482,r
spiritually,4.449965388637482,r
cheaply,4.458966632752272,r
securely,4.458966632752272,r
objectively,4.458966632752272,r
boldly,4.458966632752272,r
defensively,4.458966632752272,r
unsuccessfully,4.458966632752272,r
harshly,4.470487055782083,r
adversely,4.470487055782083,r
thinly,4.470487055782083,r
faithfully,4.470487055782083,r
richly,4.470487055782083,r
musically,4.470487055782083,r
bravely,4.470487055782083,r
nervously,4.470487055782083,r
tragically,4.479928612014925,r
vividly,4.479928612014925,r
understandably,4.479928612014925,r
concurrently,4.479928612014925,r
eternally,4.479928612014925,r
domestically,4.479928612014925,r
mysteriously,4.479928612014925,r
ordinarily,4.479928612014925,r
forcefully,4.479928612014925,r
instinctively,4.489579997691106,r
awkwardly,4.489579997691106,r
oft,4.489579997691106,r
marginally,4.489579997691106,r
seasonally,4.489579997691106,r
enthusiastically,4.489579997691106,r
firsthand,4.489579997691106,"s, r"
nigh,4.4994507517174,"s, a, r"
eastward,4.4994507517174,"s, n, r"
warmly,4.4994507517174,r
apiece,4.4994507517174,r
religiously,4.4994507517174,r
responsibly,4.4994507517174,r
forte,4.4994507517174,"a, n, r"
coincidentally,4.4994507517174,r
intimately,4.4994507517174,r
chemically,4.4994507517174,r
rightfully,4.4994507517174,r
implicitly,4.509551078621725,r
biologically,4.509551078621725,r
truthfully,4.509551078621725,r
gracefully,4.509551078621725,r
effortlessly,4.519891911959944,r
northward,4.519891911959944,"s, n, r"
arbitrarily,4.519891911959944,r
alternately,4.519891911959944,r
whopping,4.519891911959944,"s, v, r"
momentarily,4.519891911959944,r
relentlessly,4.5304849854573686,r
unintentionally,4.5304849854573686,r
anew,4.541342913045577,r
clockwise,4.541342913045577,"a, r"
fondly,4.541342913045577,r
rattling,4.541342913045577,"r, s, n, v"
blatantly,4.541342913045577,r
curiously,4.541342913045577,r
favorably,4.541342913045577,r
variously,4.549668301829708,r
sorely,4.549668301829708,r
structurally,4.549668301829708,r
uniformly,4.549668301829708,r
furiously,4.549668301829708,r
impromptu,4.549668301829708,"s, n, r"
aesthetically,4.549668301829708,r
plump,4.549668301829708,"r, s, n, v"
unquestionably,4.549668301829708,r
miraculously,4.549668301829708,r
functionally,4.549668301829708,r
electrically,4.549668301829708,r
mathematically,4.5610230527068305,r
academically,4.5610230527068305,r
popularly,4.5610230527068305,r
cleverly,4.5610230527068305,r
frantically,4.5610230527068305,r
hopelessly,4.5610230527068305,r
jokingly,4.5610230527068305,r
humbly,4.569738284605043,r
miserably,4.569738284605043,r
madly,4.569738284605043,r
vehemently,4.569738284605043,r
weakly,4.569738284605043,"s, r"
furthest,4.569738284605043,"s, r"
doubly,4.569738284605043,r
unconditionally,4.578631997765025,r
overtly,4.578631997765025,r
undeniably,4.578631997765025,r
perpetually,4.578631997765025,r
squarely,4.578631997765025,r
technologically,4.59078088734462,r
hitherto,4.59078088734462,r
raving,4.59078088734462,"r, n, v"
solidly,4.59078088734462,r
wholeheartedly,4.59078088734462,r
tentatively,4.600120913598763,r
lovingly,4.600120913598763,r
powerfully,4.600120913598763,r
thrice,4.600120913598763,r
someplace,4.600120913598763,r
astray,4.609666231504994,r
acutely,4.609666231504994,r
suitably,4.609666231504994,r
diligently,4.609666231504994,r
untimely,4.61942606879415,"s, r"
aptly,4.61942606879415,r
strikingly,4.61942606879415,r
unilaterally,4.61942606879415,r
ethnically,4.61942606879415,r
criminally,4.61942606879415,r
orally,4.61942606879415,r
wondrous,4.61942606879415,"s, r"
decisively,4.61942606879415,r
informally,4.61942606879415,r
democratically,4.61942606879415,r
unknowingly,4.6294102897007505,r
affectionately,4.6294102897007505,r
ethically,4.6294102897007505,r
abundantly,4.6294102897007505,r
creatively,4.639629454882437,r
constitutionally,4.639629454882437,r
hereafter,4.639629454882437,"n, r"
convincingly,4.639629454882437,r
sparsely,4.639629454882437,r
nominally,4.639629454882437,r
whence,4.639629454882437,r
lawfully,4.639629454882437,r
shockingly,4.639629454882437,r
doubtless,4.650094888560601,r
romantically,4.650094888560601,r
gravely,4.650094888560601,r
oftentimes,4.650094888560601,r
chronically,4.650094888560601,r
anxiously,4.650094888560601,r
unlawfully,4.650094888560601,r
purposefully,4.660818753952374,r
meticulously,4.660818753952374,r
rationally,4.660818753952374,r
keenly,4.660818753952374,r
henceforth,4.660818753952374,r
erroneously,4.660818753952374,r
suspiciously,4.660818753952374,r
aloft,4.660818753952374,r
scorching,4.660818753952374,"s, v, r"
tirelessly,4.660818753952374,r
emphatically,4.671814138253838,r
unwittingly,4.671814138253838,r
verbatim,4.671814138253838,"s, r"
minimally,4.671814138253838,r
commendable,4.671814138253838,"s, r"
willfully,4.671814138253838,r
competitively,4.671814138253838,r
southward,4.671814138253838,"s, n, r"
bluntly,4.671814138253838,r
conventionally,4.671814138253838,r
abnormally,4.671814138253838,r
thence,4.671814138253838,r
insofar,4.679302159646388,r
needlessly,4.679302159646388,r
modestly,4.679302159646388,r
weirdly,4.679302159646388,r
farthest,4.679302159646388,"s, r"
thirdly,4.679302159646388,r
incognito,4.679302159646388,"s, r"
adrift,4.679302159646388,"s, r"
intrinsically,4.679302159646388,r
unequivocally,4.679302159646388,r
excitedly,4.679302159646388,r
surgically,4.679302159646388,r
defenseless,4.690781977329817,"s, r"
intermittently,4.690781977329817,r
delicately,4.690781977329817,r
defiantly,4.690781977329817,r
secondhand,4.690781977329817,"s, r"
intelligently,4.690781977329817,r
persistently,4.690781977329817,r
leisurely,4.690781977329817,"s, r"
supremely,4.698607314841775,r
westerly,4.698607314841775,"s, n, r"
discreetly,4.698607314841775,r
graciously,4.698607314841775,r
unconsciously,4.698607314841775,r
intuitively,4.698607314841775,r
organically,4.71061622231479,r
terminally,4.71061622231479,r
dynamically,4.71061622231479,r
solemnly,4.71061622231479,r
categorically,4.71061622231479,r
alphabetically,4.71061622231479,r
faintly,4.71061622231479,r
fantastically,4.718810700930061,r
hilariously,4.718810700930061,r
inappropriately,4.718810700930061,r
cleanly,4.718810700930061,"s, r"
sparingly,4.718810700930061,r
outwardly,4.718810700930061,r
spectacularly,4.718810700930061,r
successively,4.718810700930061,r
sweetly,4.731399828238082,r
experimentally,4.731399828238082,r
passively,4.731399828238082,r
uncomfortably,4.739999999999999,r
ideologically,4.739999999999999,r
superbly,4.739999999999999,r
afield,4.739999999999999,r
infrequently,4.739999999999999,r
militarily,4.739999999999999,r
rigorously,4.739999999999999,r
predictably,4.739999999999999,r
outwards,4.750105436281227,r
regionally,4.750105436281227,r
largo,4.750105436281227,"s, n, r"
aloof,4.750105436281227,"s, r"
recklessly,4.750105436281227,r
aback,4.750105436281227,r
classically,4.750105436281227,r
cheerfully,4.759996628416253,r
unaccompanied,4.759996628416253,"s, a, r"
figuratively,4.759996628416253,r
wrongfully,4.759996628416253,r
onshore,4.759996628416253,"s, a, r"
profusely,4.759996628416253,r
stupidly,4.759996628416253,r
unduly,4.759996628416253,r
uncontrollably,4.759996628416253,r
graphically,4.759996628416253,r
conclusively,4.759996628416253,r
indiscriminately,4.759996628416253,r
elegantly,4.7701183562535,r
darkly,4.7701183562535,r
offensively,4.7701183562535,r
intently,4.7701183562535,r
impossibly,4.7701183562535,r
yonder,4.7701183562535,"s, r"
symbolically,4.7701183562535,r
soundly,4.7701183562535,r
thoughtfully,4.7701183562535,r
impressively,4.7701183562535,r
playfully,4.780005161671584,r
comprehensively,4.780005161671584,r
eloquently,4.780005161671584,r
foolishly,4.780005161671584,r
metaphorically,4.780005161671584,r
easterly,4.790122295963124,"s, n, r"
northerly,4.790122295963124,"s, n, r"
cruelly,4.790122295963124,r
hereinafter,4.790122295963124,r
crucially,4.790122295963124,r
abreast,4.790122295963124,"s, r"
shamelessly,4.790122295963124,r
absurdly,4.790122295963124,r
proportionally,4.799981844992336,r
hysterically,4.799981844992336,r
diagonally,4.799981844992336,r
subconsciously,4.799981844992336,r
paradoxically,4.799981844992336,r
gratis,4.799981844992336,"s, r"
sarcastically,4.799981844992336,r
unofficially,4.799981844992336,r
retroactively,4.799981844992336,r
vitally,4.799981844992336,r
conceivably,4.799981844992336,r
consecutively,4.810070439915411,r
idly,4.810070439915411,r
humanly,4.810070439915411,r
thereto,4.810070439915411,r
unjustly,4.810070439915411,r
sensibly,4.810070439915411,r
viciously,4.810070439915411,r
hypothetically,4.810070439915411,r
awry,4.810070439915411,"s, r"
expertly,4.810070439915411,r
amiss,4.810070439915411,"s, r"
smartly,4.810070439915411,r
steeply,4.810070439915411,r
hotly,4.810070439915411,r
unreasonably,4.819876673709276,r
flawlessly,4.819876673709276,r
presto,4.819876673709276,"s, r"
artistically,4.819876673709276,r
sporadically,4.819876673709276,r
midweek,4.819876673709276,"n, r"
plumb,4.819876673709276,"r, s, n, v"
woefully,4.819876673709276,r
brotherly,4.819876673709276,"a, r"
stubbornly,4.819876673709276,r
conceptually,4.819876673709276,r
exquisitely,4.819876673709276,r
mercilessly,4.819876673709276,r
incessantly,4.829909454405931,r
therefor,4.829909454405931,r
chronologically,4.829909454405931,r
laterally,4.829909454405931,r
involuntarily,4.829909454405931,r
fluently,4.829909454405931,r
liberally,4.829909454405931,r
delightfully,4.829909454405931,r
heartily,4.829909454405931,r
flatly,4.829909454405931,r
admirably,4.829909454405931,r
deathly,4.829909454405931,"s, r"
superficially,4.840179497572904,r
instantaneously,4.840179497572904,r
ruthlessly,4.840179497572904,r
infra,4.840179497572904,r
carelessly,4.840179497572904,r
interchangeably,4.840179497572904,r
inwards,4.850138278741811,r
rudely,4.850138278741811,r
fraudulently,4.850138278741811,r
deliciously,4.850138278741811,r
southerly,4.850138278741811,"s, n, r"
afoot,4.850138278741811,"s, r"
doggo,4.850138278741811,r
handsomely,4.859758224104519,r
conspicuously,4.859758224104519,r
patently,4.859758224104519,r
tactically,4.859758224104519,r
innocently,4.859758224104519,r
regrettably,4.859758224104519,r
eerily,4.859758224104519,r
decently,4.870181792020672,r
posthumously,4.870181792020672,r
intensively,4.870181792020672,r
meaningfully,4.870181792020672,r
sequentially,4.870181792020672,r
earnestly,4.870181792020672,r
numerically,4.880261433802852,r
pronto,4.880261433802852,r
astonishingly,4.880261433802852,r
chock,4.880261433802852,"r, n, v"
irregularly,4.880261433802852,r
habitually,4.880261433802852,r
yon,4.880261433802852,"s, r"
broadside,4.88996674231023,"r, s, n, v"
characteristically,4.88996674231023,r
maliciously,4.88996674231023,r
linearly,4.88996674231023,r
deftly,4.88996674231023,r
stunningly,4.88996674231023,r
deceptively,4.899893905543242,r
twofold,4.899893905543242,"s, r"
merrily,4.899893905543242,r
skillfully,4.899893905543242,r
inversely,4.899893905543242,r
painstakingly,4.899893905543242,r
devilish,4.899893905543242,"s, r"
handily,4.899893905543242,r
justly,4.899893905543242,r
satisfactorily,4.910053304058364,r
inextricably,4.910053304058364,r
abed,4.910053304058364,r
aground,4.910053304058364,"a, r"
summarily,4.910053304058364,r
succinctly,4.910053304058364,r
covertly,4.91979854051436,r
middling,4.91979854051436,"r, s, n, v"
zigzag,4.91979854051436,"r, s, n, v"
resolutely,4.91979854051436,r
eminently,4.91979854051436,r
piecemeal,4.91979854051436,"s, r"
gloriously,4.91979854051436,r
aimlessly,4.91979854051436,r
retrospectively,4.91979854051436,r
conservatively,4.91979854051436,r
lyrically,4.929767482004916,r
fiscally,4.929767482004916,r
factually,4.929767482004916,r
helplessly,4.939970640755866,r
tenfold,4.939970640755866,"s, r"
justifiably,4.939970640755866,r
lavishly,4.939970640755866,r
vocally,4.939970640755866,r
outrageously,4.939970640755866,r
ecologically,4.939970640755866,r
verily,4.939970640755866,r
honorably,4.949714835966758,r
provisionally,4.949714835966758,r
hurriedly,4.949714835966758,r
hither,4.949714835966758,r
windward,4.949714835966758,"a, n, r"
dimly,4.949714835966758,r
tenderly,4.959682687859848,r
forthright,4.959682687859848,"s, r"
constructively,4.959682687859848,r
demonstrably,4.959682687859848,r
gleefully,4.959682687859848,r
caudal,4.959682687859848,"s, a, r"
optionally,4.959682687859848,r
assuredly,4.959682687859848,r
fervently,4.959682687859848,r
philosophically,4.959682687859848,r
afresh,4.959682687859848,r
controversially,4.969884705212898,r
unbeknownst,4.969884705212898,"s, r"
haphazard,4.969884705212898,"s, r"
mightily,4.969884705212898,r
embarrassingly,4.969884705212898,r
amok,4.969884705212898,"s, r"
comically,4.969884705212898,r
irrevocably,4.969884705212898,r
methodically,4.969884705212898,r
magnificently,4.969884705212898,r
thereon,4.969884705212898,r
identically,4.98033215531037,r
deservedly,4.98033215531037,r
energetically,4.98033215531037,r
excellently,4.98033215531037,r
fortnightly,4.98033215531037,"s, r"
distinctively,4.98033215531037,r
elaborately,4.98033215531037,r
insufficiently,4.98033215531037,r
correspondingly,4.98033215531037,r
candidly,4.98033215531037,r
latterly,4.98033215531037,r
beastly,4.98033215531037,"s, r"
singularly,4.98033215531037,r
bareback,4.990263684430938,"s, r"
spatially,4.990263684430938,r
mortally,4.990263684430938,r
blissfully,4.990263684430938,r
speedily,4.990263684430938,r
savagely,4.990263684430938,r
funnily,4.999637310505756,r
impatiently,4.999637310505756,r
thematically,4.999637310505756,r
singly,5.010025714300444,r
intricately,5.010025714300444,r
developmentally,5.010025714300444,r
inwardly,5.010025714300444,r
rigidly,5.010025714300444,r
pointedly,5.010025714300444,r
headlong,5.019840696594042,"s, r"
amicably,5.019840696594042,r
motherly,5.019840696594042,"s, r"
divinely,5.019840696594042,r
optically,5.019840696594042,r
crudely,5.019840696594042,r
askew,5.019840696594042,"s, r"
vicariously,5.019840696594042,r
joyfully,5.0298826348881835,r
unambiguously,5.0298826348881835,r
allegro,5.0298826348881835,"s, n, r"
uppermost,5.040162274132754,"s, r"
royally,5.040162274132754,r
inshore,5.040162274132754,"s, a, r"
dreadfully,5.040162274132754,r
gratefully,5.040162274132754,r
grammatically,5.040162274132754,r
foursquare,5.040162274132754,"s, n, r"
obliquely,5.040162274132754,r
homeward,5.040162274132754,"s, r"
northwards,5.040162274132754,"n, r"
apropos,5.0498039199714855,"a, r"
surreptitiously,5.0498039199714855,r
staunchly,5.0498039199714855,r
linguistically,5.0498039199714855,r
fabulously,5.0498039199714855,r
annoyingly,5.0498039199714855,r
profitably,5.0498039199714855,r
colloquially,5.0498039199714855,r
lazily,5.0498039199714855,r
administratively,5.0498039199714855,r
skyward,5.0498039199714855,"s, r"
goddam,5.0498039199714855,"s, r"
tacitly,5.0498039199714855,r
coldly,5.0498039199714855,r
anatomically,5.0498039199714855,r
steadfastly,5.0498039199714855,r
threefold,5.0498039199714855,"s, r"
refreshingly,5.0596644865854365,r
authentically,5.0596644865854365,r
naively,5.0596644865854365,r
immeasurably,5.0596644865854365,r
splendidly,5.0596644865854365,r
thermally,5.0596644865854365,r
fearlessly,5.0596644865854365,r
transparently,5.0596644865854365,r
distantly,5.069754146925876,r
rhythmically,5.069754146925876,r
artfully,5.069754146925876,r
jealously,5.069754146925876,r
evermore,5.069754146925876,r
manifestly,5.069754146925876,r
dutifully,5.069754146925876,r
strenuously,5.069754146925876,r
contractually,5.069754146925876,r
ably,5.069754146925876,r
triumphantly,5.069754146925876,r
biweekly,5.08008379993015,"s, n, r"
alarmingly,5.08008379993015,r
leeward,5.08008379993015,"a, n, r"
coolly,5.08008379993015,r
pathetically,5.08008379993015,r
underfoot,5.08008379993015,r
downwind,5.08008379993015,"s, r"
unevenly,5.08008379993015,r
disturbingly,5.089692476868064,r
subjectively,5.089692476868064,r
mercifully,5.089692476868064,r
thereabouts,5.089692476868064,r
proportionately,5.089692476868064,r
preferentially,5.089692476868064,r
stylistically,5.089692476868064,r
shamefully,5.089692476868064,r
courageously,5.089692476868064,r
forthwith,5.089692476868064,r
erratically,5.089692476868064,r
upriver,5.099518563029577,r
tiptoe,5.099518563029577,"r, s, n, v"
humanely,5.099518563029577,r
unbearably,5.099518563029577,r
straightaway,5.099518563029577,"s, n, r"
inexorably,5.099518563029577,r
deadpan,5.099518563029577,"s, r"
selfishly,5.099518563029577,r
offhand,5.109572124974976,"s, r"
blankly,5.109572124974976,r
cordially,5.109572124974976,r
drunkenly,5.109572124974976,r
impeccably,5.109572124974976,r
quantitatively,5.109572124974976,r
unmistakably,5.109572124974976,r
valiantly,5.109572124974976,r
thickly,5.109572124974976,r
grudgingly,5.109572124974976,r
competently,5.109572124974976,r
impulsively,5.109572124974976,r
architecturally,5.119863945026242,r
counterclockwise,5.119863945026242,"a, r"
prohibitively,5.119863945026242,r
heroically,5.119863945026242,r
plausibly,5.119863945026242,r
astride,5.119863945026242,r
confidentially,5.13040559077478,r
plop,5.13040559077478,"r, n, v"
lengthwise,5.13040559077478,"a, r"
peculiarly,5.13040559077478,r
physiologically,5.13040559077478,r
amply,5.13040559077478,r
fittingly,5.13040559077478,r
phenomenally,5.13040559077478,r
customarily,5.13040559077478,r
inadequately,5.140116927926312,r
bimonthly,5.140116927926312,"s, n, r"
unnaturally,5.140116927926312,r
clumsily,5.140116927926312,r
asunder,5.140116927926312,"s, r"
briskly,5.140116927926312,r
productively,5.140116927926312,r
heretofore,5.150050398674292,r
hereof,5.150050398674292,r
anyplace,5.150050398674292,r
gingerly,5.150050398674292,"s, r"
sternly,5.150050398674292,r
diametrically,5.150050398674292,r
scantily,5.150050398674292,r
audibly,5.160216403383189,r
usefully,5.160216403383189,r
healthily,5.160216403383189,r
uncommonly,5.160216403383189,r
diplomatically,5.160216403383189,r
reputedly,5.160216403383189,r
nonchalantly,5.160216403383189,r
morbidly,5.160216403383189,r
staccato,5.160216403383189,"a, r"
southwards,5.160216403383189,"n, r"
roundly,5.160216403383189,r
cognitively,5.169457060118102,r
disgustingly,5.169457060118102,r
qualitatively,5.169457060118102,r
credibly,5.169457060118102,r
belatedly,5.169457060118102,r
inaccurately,5.169457060118102,r
busily,5.169457060118102,r
grimly,5.169457060118102,r
charmingly,5.169457060118102,r
magnetically,5.169457060118102,r
whacking,5.169457060118102,"r, s, n, v"
masterfully,5.169457060118102,r
generically,5.169457060118102,r
tastefully,5.180093374963887,r
upwardly,5.180093374963887,r
irrationally,5.180093374963887,r
wickedly,5.180093374963887,r
stealthily,5.180093374963887,r
starkly,5.180093374963887,r
unwillingly,5.180093374963887,r
unhappily,5.180093374963887,r
harmoniously,5.180093374963887,r
sevenfold,5.180093374963887,"s, r"
intravenously,5.189771646944906,r
nutritionally,5.189771646944906,r
headfirst,5.199670525209126,"s, r"
snugly,5.199670525209126,r
helpfully,5.199670525209126,r
rhetorically,5.199670525209126,r
fain,5.199670525209126,"s, r"
haphazardly,5.199670525209126,r
selflessly,5.199670525209126,r
unceremoniously,5.199670525209126,r
unabashedly,5.199670525209126,r
cynically,5.199670525209126,r
precariously,5.199670525209126,r
uncharacteristically,5.209800301796918,r
feverishly,5.209800301796918,r
confusingly,5.209800301796918,r
differentially,5.209800301796918,r
validly,5.209800301796918,r
longitudinally,5.209800301796918,r
brazenly,5.209800301796918,r
meekly,5.209800301796918,r
thither,5.2201720062242805,r
conditionally,5.2201720062242805,r
irresistibly,5.2201720062242805,r
ominously,5.2201720062242805,r
hereunder,5.2201720062242805,r
astern,5.2201720062242805,r
concisely,5.2201720062242805,r
therewith,5.2201720062242805,r
frighteningly,5.229454989793387,r
irresponsibly,5.229454989793387,r
westwards,5.229454989793387,"n, r"
theologically,5.229454989793387,r
humorously,5.229454989793387,r
attentively,5.229454989793387,r
sympathetically,5.229454989793387,r
irreversibly,5.229454989793387,r
unfavorably,5.229454989793387,r
perchance,5.229454989793387,r
phonetically,5.229454989793387,r
seductively,5.240312917381596,r
wistfully,5.240312917381596,r
morphologically,5.240312917381596,r
adagio,5.240312917381596,"s, n, r"
irreparably,5.240312917381596,r
regretfully,5.240312917381596,r
mindlessly,5.250041520575165,r
sheepishly,5.250041520575165,r
industrially,5.250041520575165,r
innately,5.250041520575165,r
noisily,5.250041520575165,r
fashionably,5.250041520575165,r
crazily,5.250041520575165,r
attractively,5.250041520575165,r
tearfully,5.250041520575165,r
underhand,5.250041520575165,"s, a, r"
expeditiously,5.250041520575165,r
geologically,5.250041520575165,r
symmetrically,5.250041520575165,r
radially,5.250041520575165,r
seaward,5.259993057042849,"s, a, n, r"
unreservedly,5.259993057042849,r
disappointingly,5.259993057042849,r
geometrically,5.259993057042849,r
scrupulously,5.259993057042849,r
sensitively,5.259993057042849,r
coherently,5.259993057042849,r
comparably,5.270177984021837,r
flexibly,5.270177984021837,r
hideously,5.270177984021837,r
explosively,5.270177984021837,r
hereto,5.270177984021837,r
ludicrously,5.270177984021837,r
disastrously,5.270177984021837,r
extravagantly,5.280607512240769,r
sidearm,5.280607512240769,"a, r"
